00000000 UUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU 00000000 XF800000
0000001D 00100100001100010101010111010011 243155D3 4E10C557
0000001E 01001000011000101010101110100111 4862ABA7 4E90C557
0000001E 01101111001110101010100010110001 90C5574F CEDE7551
0000001D 00100001100010101010111010011111 218AAE9F 4E062ABA
0000001E 01000011000101010101110100111110 43155D3E 4E862ABA
0000001E 01111001110101010100010110000011 862ABA7D CEF3AA8B
0000001B 00001100010101010111010011111011 0C5574FB 4D45574F
0000001C 00011000101010101110100111110110 18AAE9F6 4DC5574F
0000001D 00110001010101011101001111101100 3155D3EC 4E45574F
0000001E 01100010101010111010011111011000 62ABA7D8 4EC5574F
0000001D 00111010101010001011000001001111 C5574FB1 CE6AA2C1
0000001E 01110101010100010110000010011110 8AAE9F62 CEEAA2C1
0000001C 00010101010111010011111011000101 155D3EC5 4DAAE9F6
0000001D 00101010101110100111110110001011 2ABA7D8B 4E2AE9F6
0000001E 01010101011101001111101100010111 5574FB17 4EAAE9F6
0000001E 01010101000101100000100111010001 AAE9F62F CEAA2C13
0000001E 01010101110100111110110001011110 55D3EC5E 4EABA7D8
0000001E 01010100010110000010011101000011 ABA7D8BD CEA8B04E
0000001E 01010111010011111011000101111011 574FB17B 4EAE9F62
0000001E 01010001011000001001110100001010 AE9F62F6 CEA2C13A
0000001E 01011101001111101100010111101100 5D3EC5EC 4EBA7D8B
0000001E 01000101100000100111010000100111 BA7D8BD9 CE8B04E8
0000001E 01110100111110110001011110110011 74FB17B3 4EE9F62F
0000001C 00010110000010011101000010011001 E9F62F67 CDB04E84
0000001D 00101100000100111010000100110010 D3EC5ECE CE304E84
0000001E 01011000001001110100001001100011 A7D8BD9D CEB04E84
0000001E 01001111101100010111101100111010 4FB17B3A 4E9F62F6
0000001E 01100000100111010000100110001100 9F62F674 CEC13A13
0000001D 00111110110001011110110011101000 3EC5ECE8 4E7B17B3
0000001E 01111101100010111101100111010000 7D8BD9D0 4EFB17B3
0000001A 00000100111010000100110001100000 FB17B3A0 CC9D098C
0000001B 00001001110100001001100010111111 F62F6741 CD1D098B
0000001C 00010011101000010011000101111101 EC5ECE83 CD9D098B
0000001D 00100111010000100110001011111001 D8BD9D07 CE1D098B
0000001E 01001110100001001100010111110010 B17B3A0E CE9D098B
0000001E 01100010111101100111010000011101 62F6741D 4EC5ECE8
0000001D 00111010000100110001011111000110 C5ECE83A CE684C5F
0000001E 01110100001001100010111110001011 8BD9D075 CEE84C5F
0000001C 00010111101100111010000011101010 17B3A0EA 4DBD9D07
0000001D 00101111011001110100000111010100 2F6741D4 4E3D9D07
0000001E 01011110110011101000001110101001 5ECE83A9 4EBD9D07
0000001E 01000010011000101111100010101101 BD9D0753 CE84C5F1
0000001E 01111011001110100000111010100111 7B3A0EA7 4EF6741D
0000001B 00001001100010111110001010110001 F6741D4F CD18BE2B
0000001C 00010011000101111100010101100010 ECE83A9E CD98BE2B
0000001D 00100110001011111000101011000011 D9D0753D CE18BE2B
0000001E 01001100010111110001010110000110 B3A0EA7A CE98BE2B
0000001E 01100111010000011101010011110101 6741D4F5 4ECE83A9
0000001D 00110001011111000101011000010101 CE83A9EB CE45F158
0000001E 01100010111110001010110000101001 9D0753D7 CEC5F158
0000001D 00111010000011101010011110101111 3A0EA7AF 4E683A9E
0000001E 01110100000111010100111101011110 741D4F5E 4EE83A9E
0000001C 00010111110001010110000101000011 E83A9EBD CDBE2B0A
0000001D 00101111100010101100001010000101 D0753D7B CE3E2B0A
0000001E 01011111000101011000010100001010 A0EA7AF6 CEBE2B0A
0000001E 01000001110101001111010111101101 41D4F5ED 4E83A9EB
0000001E 01111100010101100001010000100101 83A9EBDB CEF8AC28
0000001A 00000111010100111101011110110110 0753D7B6 4CEA7AF6
0000001B 00001110101001111010111101101101 0EA7AF6D 4D6A7AF6
0000001C 00011101010011110101111011011010 1D4F5EDA 4DEA7AF6
0000001D 00111010100111101011110110110101 3A9EBDB5 4E6A7AF6
0000001E 01110101001111010111101101101011 753D7B6B 4EEA7AF6
0000001C 00010101100001010000100100101001 EA7AF6D7 CDAC2849
0000001D 00101011000010100001001001010010 D4F5EDAE CE2C2849
0000001E 01010110000101000010010010100011 A9EBDB5D CEAC2849
0000001E 01010011110101111011011010111011 53D7B6BB 4EA7AF6D
0000001E 01011000010100001001001010001010 A7AF6D76 CEB0A125
0000001E 01001111010111101101101011101101 4F5EDAED 4E9EBDB5
0000001E 01100001010000100100101000100101 9EBDB5DB CEC28494
0000001D 00111101011110110110101110110110 3D7B6BB6 4E75EDAE
0000001E 01111010111101101101011101101100 7AF6D76C 4EF5EDAE
0000001B 00001010000100100101000100100111 F5EDAED9 CD212512
0000001C 00010100001001001010001001001101 EBDB5DB3 CDA12512
0000001D 00101000010010010100010010011001 D7B6BB67 CE212512
0000001E 01010000100100101000100100110010 AF6D76CE CEA12512
0000001E 01011110110110101110110110011101 5EDAED9D 4EBDB5DB
0000001E 01000010010010100010010011000101 BDB5DB3B CE849449
0000001E 01111011011010111011011001110110 7B6BB676 4EF6D76C
0000001B 00001001001010001001001100010100 F6D76CEC CD128931
0000001C 00010010010100010010011000100111 EDAED9D9 CD928931
0000001D 00100100101000100100110001001101 DB5DB3B3 CE128931
0000001E 01001001010001001001100010011001 B6BB6767 CE928931
0000001E 01101101011101101100111011001110 6D76CECE 4EDAED9D
0000001D 00100101000100100110001001100100 DAED9D9C CE144989
0000001E 01001010001001001100010011001000 B5DB3B38 CE944989
0000001E 01101011101101100111011001110001 6BB67671 4ED76CEC
0000001D 00101000100100110001001100011110 D76CECE2 CE224C4C
0000001E 01010001001001100010011000111011 AED9D9C5 CEA24C4C
0000001E 01011101101100111011001110001010 5DB3B38A 4EBB6767
0000001E 01000100100110001001100011101100 BB676714 CE893131
0000001E 01110110110011101100111000101000 76CECE28 4EED9D9C
0000001C 00010010011000100110001110110000 ED9D9C50 CD93131D
0000001D 00100100110001001100011101011111 DB3B38A1 CE13131D
0000001E 01001001100010011000111010111101 B6767143 CE93131D
0000001E 01101100111011001110001010000110 6CECE286 4ED9D9C5
0000001D 00100110001001100011101011110100 D9D9C50C CE1898EB
0000001E 01001100010011000111010111100111 B3B38A19 CE9898EB
0000001E 01100111011001110001010000110011 67671433 4ECECE28
End of data
0000001D 00110001001100011101011110011001 CECE2867 CE44C75E
0000001E 01100010011000111010111100110001 9D9C50CF CEC4C75E
0000001D 00111011001110001010000110011111 3B38A19F 4E6CE286
0000001E 01110110011100010100001100111111 7671433F 4EECE286
0000001C 00010011000111010111100110000001 ECE2867F CD98EBCC
0000001D 00100110001110101111001100000010 D9C50CFE CE18EBCC
0000001E 01001100011101011110011000000100 B38A19FC CE98EBCC
0000001E 01100111000101000011001111111001 671433F9 4ECE2867
0000001D 00110001110101111001100000001101 CE2867F3 CE475E60
0000001E 01100011101011110011000000011010 9C50CFE6 CEC75E60
0000001D 00111000101000011001111111001100 38A19FCC 4E62867F
0000001E 01110001010000110011111110011001 71433F99 4EE2867F
0000001C 00011101011110011000000011001101 E2867F33 CDEBCC06
0000001D 00111010111100110000000110011001 C50CFE67 CE6BCC06
0000001E 01110101111001100000001100110001 8A19FCCF CEEBCC06
0000001C 00010100001100111111100110011111 1433F99F 4DA19FCC
0000001D 00101000011001111111001100111111 2867F33F 4E219FCC
0000001E 01010000110011111110011001111111 50CFE67F 4EA19FCC
0000001E 01011110011000000011001100000010 A19FCCFE CEBCC066
0000001E 01000011001111111001100111111100 433F99FC 4E867F33
0000001E 01111001100000001100110000000111 867F33F9 CEF30198
0000001B 00001100111111100110011111110011 0CFE67F3 4D4FE67F
0000001C 00011001111111001100111111100111 19FCCFE7 4DCFE67F
0000001D 00110011111110011001111111001111 33F99FCF 4E4FE67F
0000001E 01100111111100110011111110011111 67F33F9F 4ECFE67F
0000001D 00110000000110011000000011000001 CFE67F3F CE406603
0000001E 01100000001100110000000110000010 9FCCFE7E CEC06603
0000001D 00111111100110011111110011111100 3F99FCFC 4E7E67F3
0000001E 01111111001100111111100111111000 7F33F9F8 4EFE67F3
00000018 00000001100110000000110000001111 FE67F3F1 CBCC0607
00000019 00000011001100000001100000011101 FCCFE7E3 CC4C0607
0000001A 00000110011000000011000000111001 F99FCFC7 CCCC0607
0000001B 00001100110000000110000001110001 F33F9F8F CD4C0607
0000001C 00011001100000001100000011100010 E67F3F1E CDCC0607
0000001D 00110011000000011000000111000011 CCFE7E3D CE4C0607
0000001E 01100110000000110000001110000101 99FCFC7B CECC0607
0000001D 00110011111110011111100011110110 33F9F8F6 4E4FE7E3
0000001E 01100111111100111111000111101100 67F3F1EC 4ECFE7E3
0000001D 00110000000110000001110000100111 CFE7E3D9 CE406070
0000001E 01100000001100000011100001001101 9FCFC7B3 CEC06070
0000001D 00111111100111111000111101100111 3F9F8F67 4E7E7E3D
0000001E 01111111001111110001111011001110 7F3F1ECE 4EFE7E3D
00000018 00000001100000011100001001100100 FE7E3D9C CBC0E132
00000019 00000011000000111000010011001000 FCFC7B38 CC40E132
0000001A 00000110000001110000100110010000 F9F8F670 CCC0E132
0000001B 00001100000011100001001100100000 F3F1ECE0 CD40E132
0000001C 00011000000111000010011001000000 E7E3D9C0 CDC0E132
0000001D 00110000001110000100110010000000 CFC7B380 CE40E132
0000001E 01100000011100001001100011111111 9F8F6701 CEC0E131
0000001D 00111111000111101100111000000010 3F1ECE02 4E7C7B38
0000001E 01111110001111011001110000000101 7E3D9C05 4EFC7B38
00000019 00000011100001001100011111110110 FC7B380A CC6131FD
0000001A 00000111000010011000111111101011 F8F67015 CCE131FD
0000001B 00001110000100110001111111010101 F1ECE02B CD6131FD
0000001C 00011100001001100011111110101010 E3D9C056 CDE131FD
0000001D 00111000010011000111111101010100 C7B380AC CE6131FD
0000001E 01110000100110001111111010101000 8F670158 CEE131FD
0000001C 00011110110011100000001010110000 1ECE02B0 4DF67015
0000001D 00111101100111000000010101100000 3D9C0560 4E767015
0000001E 01111011001110000000101011000000 7B380AC0 4EF67015
0000001B 00001001100011111110101001111111 F6701581 CD18FEA7
0000001C 00010011000111111101010011111101 ECE02B03 CD98FEA7
0000001D 00100110001111111010100111111010 D9C05606 CE18FEA7
0000001E 01001100011111110101001111110100 B380AC0C CE98FEA7
0000001E 01100111000000010101100000011001 67015819 4ECE02B0
0000001D 00110001111111010100111111001101 CE02B033 CE47F53F
0000001E 01100011111110101001111110011001 9C056067 CEC7F53F
0000001D 00111000000010101100000011001111 380AC0CF 4E602B03
0000001E 01110000000101011000000110011110 7015819E 4EE02B03
0000001C 00011111110101001111110011000011 E02B033D CDFEA7E6
0000001D 00111111101010011111100110000101 C056067B CE7EA7E6
0000001E 01111111010100111111001100001001 80AC0CF7 CEFEA7E6
00000018 00000001010110000001100111101110 015819EE 4BAC0CF7
00000019 00000010101100000011001111011101 02B033DD 4C2C0CF7
0000001A 00000101011000000110011110111010 056067BA 4CAC0CF7
0000001B 00001010110000001100111101110100 0AC0CF74 4D2C0CF7
0000001C 00010101100000011001111011101000 15819EE8 4DAC0CF7
0000001D 00101011000000110011110111010000 2B033DD0 4E2C0CF7
0000001E 01010110000001100111101110100000 56067BA0 4EAC0CF7
0000001E 01010011111100110000100011000000 AC0CF740 CEA7E611
0000001E 01011000000110011110111010000001 5819EE81 4EB033DD
0000001E 01001111110011000010001011111101 B033DD03 CE9F9845
0000001E 01100000011001111011101000000110 6067BA06 4EC0CF74
0000001D 00111111001100001000101111110100 C0CF740C CE7CC22F
0000001E 01111110011000010001011111100111 819EE819 CEFCC22F
00000019 00000011001111011101000000110010 033DD032 4C4F740C
0000001A 00000110011110111010000001100100 067BA064 4CCF740C
0000001B 00001100111101110100000011001001 0CF740C9 4D4F740C
0000001C 00011001111011101000000110010010 19EE8192 4DCF740C
0000001D 00110011110111010000001100100100 33DD0324 4E4F740C
0000001E 01100111101110100000011001001000 67BA0648 4ECF740C
0000001D 00110000100010111111001101101111 CF740C91 CE422FCD
0000001E 01100001000101111110011011011101 9EE81923 CEC22FCD
0000001D 00111101110100000011001001000110 3DD03246 4E7740C9
0000001E 01111011101000000110010010001101 7BA0648D 4EF740C9
0000001B 00001000101111110011011011100110 F740C91A CD0BF36E
0000001C 00010001011111100110110111001100 EE819234 CD8BF36E
0000001D 00100010111111001101101110010111 DD032469 CE0BF36E
0000001E 01000101111110011011011100101110 BA0648D2 CE8BF36E
0000001E 01110100000011001001000110100100 740C91A4 4EE81923
0000001C 00010111111001101101110010111000 E8192348 CDBF36E5
0000001D 00101111110011011011100101101111 D0324691 CE3F36E5
0000001E 01011111100110110111001011011101 A0648D23 CEBF36E5
0000001E 01000000110010010001101001000110 40C91A46 4E819234
0000001E 01111110011011011100101101110011 8192348D CEFCDB96
00000019 00000011001001000110100100011010 0324691A 4C491A46
0000001A 00000110010010001101001000110100 0648D234 4CC91A46
0000001B 00001100100100011010010001101000 0C91A468 4D491A46
0000001C 00011001001000110100100011010000 192348D0 4DC91A46
0000001D 00110010010001101001000110100001 324691A1 4E491A46
0000001E 01100100100011010010001101000011 648D2343 4EC91A46
0000001D 00110110111001011011100101111010 C91A4686 CE5B96E5
0000001E 01101101110010110111001011110100 92348D0C CEDB96E5
0000001D 00100100011010010001101000011000 24691A18 4E11A468
0000001E 01001000110100100011010000110001 48D23431 4E91A468
0000001E 01101110010110111001011110011101 91A46863 CEDCB72F
0000001D 00100011010010001101000011000110 2348D0C6 4E0D2343
0000001E 01000110100100011010000110001101 4691A18D 4E8D2343
0000001E 01110010110111001011110011100101 8D23431B CEE5B979
0000001C 00011010010001101000011000110110 1A468636 4DD23431
0000001D 00110100100011010000110001101101 348D0C6D 4E523431
0000001E 01101001000110100001100011011011 691A18DB 4ED23431
0000001D 00101101110010111100111001001010 D23431B6 CE372F39
0000001E 01011011100101111001110010010011 A468636D CEB72F39
0000001E 01001000110100001100011011011011 48D0C6DB 4E91A18D
0000001E 01101110010111100111001001001010 91A18DB6 CEDCBCE4
0000001D 00100011010000110001101101101101 23431B6D 4E0D0C6D
0000001E 01000110100001100011011011011011 468636DB 4E8D0C6D
0000001E 01110010111100111001001001001010 8D0C6DB6 CEE5E724
0000001C 00011010000110001101101101101100 1A18DB6C 4DD0C6DB
0000001D 00110100001100011011011011011000 3431B6D8 4E50C6DB
0000001E 01101000011000110110110110110001 68636DB1 4ED0C6DB
0000001D 00101111001110010010010010011110 D0C6DB62 CE3CE492
0000001E 01011110011100100100100100111100 A18DB6C4 CEBCE492
0000001E 01000011000110110110110110001001 431B6D89 4E8636DB
0000001E 01111001110010010010010011101101 8636DB13 CEF39249
0000001B 00001100011011011011011000100110 0C6DB626 4D46DB62
0000001C 00011000110110110110110001001100 18DB6C4C 4DC6DB62
0000001D 00110001101101101101100010011000 31B6D898 4E46DB62
0000001E 01100011011011011011000100110001 636DB131 4EC6DB62
0000001D 00111001001001001001110110011110 C6DB6262 CE649276
0000001E 01110010010010010011101100111100 8DB6C4C4 CEE49276
0000001C 00011011011011011000100110001000 1B6D8988 4DDB6C4C
0000001D 00110110110110110001001100010001 36DB1311 4E5B6C4C
0000001E 01101101101101100010011000100011 6DB62623 4EDB6C4C
0000001D 00100100100100111011001110111001 DB6C4C47 CE124ECE
0000001E 01001001001001110110011101110010 B6D8988E CE924ECE
0000001E 01101101101100010011000100011100 6DB1311C 4EDB6262
0000001D 00100100100111011001110111000111 DB626239 CE127677
0000001E 01001001001110110011101110001101 B6C4C473 CE927677
0000001E 01101101100010011000100011100111 6D8988E7 4EDB1311
0000001D 00100100111011001110111000110010 DB1311CE CE13B3B8
0000001E 01001001110110011101110001100100 B626239C CE93B3B8
0000001E 01101100010011000100011100111000 6C4C4738 4ED8988E
0000001D 00100111011001110111000110010000 D8988E70 CE1D9DC6
0000001E 01001110110011101110001100011111 B1311CE1 CE9D9DC6
0000001E 01100010011000100011100111000011 626239C3 4EC4C473
0000001D 00111011001110111000110001111001 C4C47387 CE6CEE31
0000001E 01110110011101110001100011110001 8988E70F CEECEE31
0000001C 00010011000100011100111000011111 1311CE1F 4D988E70
0000001D 00100110001000111001110000111110 26239C3E 4E188E70
0000001E 01001100010001110011100001111100 4C47387C 4E988E70
0000001E 01100111011100011000111100001000 988E70F8 CECEE31E
0000001D 00110001000111001110000111110001 311CE1F1 4E447387
0000001E 01100010001110011100001111100011 6239C3E3 4EC47387
0000001D 00111011100011000111100000111001 C47387C7 CE6E31E0
0000001E 01110111000110001111000001110010 88E70F8E CEEE31E0
0000001C 00010001110011100001111100011101 11CE1F1D 4D8E70F8
0000001D 00100011100111000011111000111011 239C3E3B 4E0E70F8
0000001E 01000111001110000111110001110110 47387C76 4E8E70F8
0000001E 01110001100011110000011100010100 8E70F8EC CEE31E0E
0000001C 00011100111000011111000111011000 1CE1F1D8 4DE70F8E
0000001D 00111001110000111110001110110001 39C3E3B1 4E670F8E
0000001E 01110011100001111100011101100011 7387C763 4EE70F8E
0000001C 00011000111100000111000100111010 E70F8EC6 CDC78389
0000001D 00110001111000001110001001110100 CE1F1D8C CE478389
0000001E 01100011110000011100010011100111 9C3E3B19 CEC78389
0000001D 00111000011111000111011000110011 387C7633 4E61F1D8
0000001E 01110000111110001110110001100111 70F8EC67 4EE1F1D8
0000001C 00011110000011100010011100110001 E1F1D8CF CDF07139
0000001D 00111100000111000100111001100010 C3E3B19E CE707139
0000001E 01111000001110001001110011000011 87C7633D CEF07139
0000001B 00001111100011101100011001111010 0F8EC67A 4D78EC67
0000001C 00011111000111011000110011110101 1F1D8CF5 4DF8EC67
0000001D 00111110001110110001100111101011 3E3B19EB 4E78EC67
0000001E 01111100011101100011001111010111 7C7633D7 4EF8EC67
0000001A 00000111000100111001100001010001 F8EC67AF CCE2730A
0000001B 00001110001001110011000010100010 F1D8CF5E CD62730A
0000001C 00011100010011100110000101000100 E3B19EBC CDE2730A
0000001D 00111000100111001100001010001000 C7633D78 CE62730A
0000001E 01110001001110011000010100010000 8EC67AF0 CEE2730A
0000001C 00011101100011001111010111100001 1D8CF5E1 4DEC67AF
0000001D 00111011000110011110101111000011 3B19EBC3 4E6C67AF
0000001E 01110110001100111101011110000110 7633D786 4EEC67AF
0000001C 00010011100110000101000011110100 EC67AF0C CD9CC287
0000001D 00100111001100001010000111101000 D8CF5E18 CE1CC287
0000001E 01001110011000010100001111001111 B19EBC31 CE9CC287
0000001E 01100011001111010111100001100010 633D7862 4EC67AF0
0000001D 00111001100001010000111100111100 C67AF0C4 CE66143C
0000001E 01110011000010100001111001111000 8CF5E188 CEE6143C
0000001C 00011001111010111100001100010000 19EBC310 4DCF5E18
0000001D 00110011110101111000011000100001 33D78621 4E4F5E18
0000001E 01100111101011110000110001000011 67AF0C43 4ECF5E18
0000001D 00110000101000011110011101111001 CF5E1887 CE42879D
0000001E 01100001010000111100111011110001 9EBC310F CEC2879D
0000001D 00111101011110000110001000011110 3D78621E 4E75E188
0000001E 01111010111100001100010000111100 7AF0C43C 4EF5E188
0000001B 00001010000111100111011110000111 F5E18879 CD21E778
0000001C 00010100001111001110111100001101 EBC310F3 CDA1E778
0000001D 00101000011110011101111000011001 D78621E7 CE21E778
0000001E 01010000111100111011110000110001 AF0C43CF CEA1E778
0000001E 01011110000110001000011110011111 5E18879F 4EBC310F
0000001E 01000011110011101111000011000010 BC310F3E CE879DE1
0000001E 01111000011000100001111001111101 78621E7D 4EF0C43C
0000001B 00001111001110111100001100000110 F0C43CFA CD73BC30
0000001C 00011110011101111000011000001100 E18879F4 CDF3BC30
0000001D 00111100111011110000110000010111 C310F3E9 CE73BC30
0000001E 01111001110111100001100000101110 8621E7D2 CEF3BC30
0000001B 00001100010000111100111110100101 0C43CFA5 4D443CFA
0000001C 00011000100001111001111101001011 18879F4B 4DC43CFA
0000001D 00110001000011110011111010010110 310F3E96 4E443CFA
0000001E 01100010000111100111110100101101 621E7D2D 4EC43CFA
0000001D 00111011110000110000010110100101 C43CFA5B CE6F0C16
0000001E 01110111100001100000101101001010 8879F4B6 CEEF0C16
0000001C 00010000111100111110100101101101 10F3E96D 4D879F4B
0000001D 00100001111001111101001011011010 21E7D2DA 4E079F4B
0000001E 01000011110011111010010110110100 43CFA5B4 4E879F4B
0000001E 01111000011000001011010010011000 879F4B68 CEF0C169
0000001B 00001111001111101001011011010001 0F3E96D1 4D73E96D
0000001C 00011110011111010010110110100010 1E7D2DA2 4DF3E96D
0000001D 00111100111110100101101101000100 3CFA5B44 4E73E96D
0000001E 01111001111101001011011010001001 79F4B689 4EF3E96D
0000001B 00001100000101101001001011101110 F3E96D12 CD41692E
0000001C 00011000001011010010010111011011 E7D2DA25 CDC1692E
0000001D 00110000010110100100101110110110 CFA5B44A CE41692E
0000001E 01100000101101001001011101101011 9F4B6895 CEC1692E
0000001D 00111110100101101101000100101010 3E96D12A 4E7A5B44
0000001E 01111101001011011010001001010101 7D2DA255 4EFA5B44
0000001A 00000101101001001011101101010110 FA5B44AA CCB4976A
0000001B 00001011010010010111011010101100 F4B68954 CD34976A
0000001C 00010110100100101110110101011000 E96D12A8 CDB4976A
0000001D 00101101001001011101101010110000 D2DA2550 CE34976A
0000001E 01011010010010111011010101011111 A5B44AA1 CEB4976A
0000001E 01001011011010001001010101000011 4B689543 4E96D12A
0000001E 01101001001011101101010101111001 96D12A87 CED25DAA
0000001D 00101101101000100101010100001111 2DA2550F 4E368954
0000001E 01011011010001001010101000011111 5B44AA1F 4EB68954
0000001E 01001001011101101010101111000010 B689543E CE92ED57
0000001E 01101101000100101010100001111100 6D12A87C 4EDA2550
0000001D 00100101110110101010111100001000 DA2550F8 CE176ABC
0000001E 01001011101101010101111000010000 B44AA1F0 CE976ABC
0000001E 01101000100101010100001111100001 689543E1 4ED12A87
0000001D 00101110110101010111100000111101 D12A87C3 CE3B55E0
0000001E 01011101101010101111000001111010 A2550F86 CEBB55E0
0000001E 01000100101010100001111100001100 44AA1F0C 4E89543E
0000001E 01110110101010111100000111100111 89543E19 CEED5783
0000001C 00010010101010000111110000110010 12A87C32 4D9543E1
0000001D 00100101010100001111100001100100 2550F864 4E1543E1
0000001E 01001010101000011111000011001000 4AA1F0C8 4E9543E1
0000001E 01101010101111000001111001101111 9543E191 CED5783C
0000001D 00101010100001111100001100100010 2A87C322 4E2A1F0C
0000001E 01010101000011111000011001000101 550F8645 4EAA1F0C
0000001E 01010101111000001111001101110101 AA1F0C8B CEABC1E6
0000001E 01010100001111100001100100010111 543E1917 4EA87C32
0000001E 01010111100000111100110111010001 A87C322F CEAF079B
0000001E 01010000111110000110010001011110 50F8645E 4EA1F0C8
0000001E 01011110000011110011011101000100 A1F0C8BC CEBC1E6E
0000001E 01000011111000011001000101111000 43E19178 4E87C322
0000001E 01111000001111001101110100001111 87C322F1 CEF079BA
0000001B 00001111100001100100010111100010 0F8645E2 4D78645E
0000001C 00011111000011001000101111000101 1F0C8BC5 4DF8645E
0000001D 00111110000110010001011110001011 3E19178B 4E78645E
0000001E 01111100001100100010111100010110 7C322F16 4EF8645E
0000001A 00000111100110111010000111010100 F8645E2C CCF3743A
0000001B 00001111001101110100001110101000 F0C8BC58 CD73743A
0000001C 00011110011011101000011101001111 E19178B1 CDF3743A
0000001D 00111100110111010000111010011110 C322F162 CE73743A
0000001E 01111001101110100001110100111011 8645E2C5 CEF3743A
0000001B 00001100100010111100010110001010 0C8BC58A 4D48BC58
0000001C 00011001000101111000101100010101 19178B15 4DC8BC58
0000001D 00110010001011110001011000101011 322F162B 4E48BC58
0000001E 01100100010111100010110001010111 645E2C57 4EC8BC58
0000001D 00110111010000111010011101010010 C8BC58AE CE5D0E9D
0000001E 01101110100001110100111010100011 9178B15D CEDD0E9D
0000001D 00100010111100010110001010111011 22F162BB 4E0BC58A
0000001E 01000101111000101100010101110111 45E2C577 4E8BC58A
0000001E 01110100001110100111010100010001 8BC58AEF CEE874EA
0000001C 00010111100010110001010111011111 178B15DF 4DBC58AE
0000001D 00101111000101100010101110111110 2F162BBE 4E3C58AE
0000001E 01011110001011000101011101111101 5E2C577D 4EBC58AE
0000001E 01000011101001110101000100000110 BC58AEFA CE874EA2
0000001E 01111000101100010101110111110100 78B15DF4 4EF162BB
0000001B 00001110100111010100010000010111 F162BBE9 CD69D441
0000001C 00011101001110101000100000101101 E2C577D3 CDE9D441
0000001D 00111010011101010001000001011001 C58AEFA7 CE69D441
0000001E 01110100111010100010000010110001 8B15DF4F CEE9D441
0000001C 00010110001010111011111010011111 162BBE9F 4DB15DF4
0000001D 00101100010101110111110100111111 2C577D3F 4E315DF4
0000001E 01011000101011101111101001111110 58AEFA7E 4EB15DF4
0000001E 01001110101000100000101100000100 B15DF4FC CE9D4416
0000001E 01100010101110111110100111111001 62BBE9F9 4EC577D3
0000001D 00111010100010000010110000001110 C577D3F2 CE6A20B0
0000001E 01110101000100000101100000011011 8AEFA7E5 CEEA20B0
0000001C 00010101110111110100111111001011 15DF4FCB 4DAEFA7E
0000001D 00101011101111101001111110010110 2BBE9F96 4E2EFA7E
0000001E 01010111011111010011111100101100 577D3F2C 4EAEFA7E
0000001E 01010001000001011000000110100111 AEFA7E59 CEA20B03
0000001E 01011101111101001111110010110011 5DF4FCB3 4EBBE9F9
0000001E 01000100000101100000011010011001 BBE9F967 CE882C0D
0000001E 01110111110100111111001011001110 77D3F2CE 4EEFA7E5
0000001C 00010000010110000001101001100011 EFA7E59D CD82C0D3
0000001D 00100000101100000011010011000101 DF4FCB3B CE02C0D3
0000001E 01000001011000000110100110001001 BE9F9677 CE82C0D3
0000001E 01111101001111110010110011101111 7D3F2CEF 4EFA7E59
0000001A 00000101100000011010011000100001 FA7E59DF CCB034C4
0000001B 00001011000000110100110001000010 F4FCB3BE CD3034C4
0000001C 00010110000001101001100010000011 E9F9677D CDB034C4
0000001D 00101100000011010011000100000101 D3F2CEFB CE3034C4
0000001E 01011000000110100110001000001010 A7E59DF6 CEB034C4
0000001E 01001111110010110011101111101101 4FCB3BED 4E9F9677
0000001E 01100000011010011000100000100101 9F9677DB CEC0D310
0000001D 00111111001011001110111110110111 3F2CEFB7 4E7CB3BE
0000001E 01111110010110011101111101101111 7E59DF6F 4EFCB3BE
00000019 00000011010011000100000100100010 FCB3BEDE CC531048
0000001A 00000110100110001000001001000011 F9677DBD CCD31048
0000001B 00001101001100010000010010000101 F2CEFB7B CD531048
0000001C 00011010011000100000100100001001 E59DF6F7 CDD31048
0000001D 00110100110001000001001000010001 CB3BEDEF CE531048
0000001E 01101001100010000010010000100010 9677DBDE CED31048
0000001D 00101100111011111011011110111101 2CEFB7BD 4E33BEDE
0000001E 01011001110111110110111101111010 59DF6F7A 4EB3BEDE
0000001E 01001100010000010010000100001011 B3BEDEF5 CE988242
0000001E 01100111011111011011110111101011 677DBDEB 4ECEFB7B
0000001D 00110001000001001000010000101001 CEFB7BD7 CE441210
0000001E 01100010000010010000100001010010 9DF6F7AE CEC41210
0000001D 00111011111011011110111101011101 3BEDEF5D 4E6FB7BD
0000001E 01110111110110111101111010111010 77DBDEBA 4EEFB7BD
0000001C 00010000010010000100001010001011 EFB7BD75 CD824214
0000001D 00100000100100001000010100010101 DF6F7AEB CE024214
0000001E 01000001001000010000101000101010 BEDEF5D6 CE824214
0000001E 01111101101111011110101110101100 7DBDEBAC 4EFB7BD7
0000001A 00000100100001000010100010100111 FB7BD759 CC908514
0000001B 00001001000010000101000101001101 F6F7AEB3 CD108514
0000001C 00010010000100001010001010011010 EDEF5D66 CD908514
0000001D 00100100001000010100010100110011 DBDEBACD CE108514
0000001E 01001000010000101000101001100110 B7BD759A CE908514
0000001E 01101111011110101110101100110101 6F7AEB35 4EDEF5D6
0000001D 00100001000010100010100110010110 DEF5D66A CE0428A6
0000001E 01000010000101000101001100101011 BDEBACD5 CE8428A6
0000001E 01111011110101110101100110101011 7BD759AB 4EF7AEB3
